timestamp,Value (ma),name
18:14:51.715,935.000000,
18:14:52.215,935.000000,
18:14:52.715,935.000000,
18:14:53.215,935.000000,
18:14:53.715,935.000000,
18:14:54.215,935.000000,
18:14:54.715,935.000000,
18:14:55.215,935.000000,
18:14:55.715,935.000000,
18:14:56.215,935.000000,
18:14:56.715,935.000000,
18:14:45.214,900.000000,
18:14:45.714,900.000000,
18:14:46.214,900.000000,
18:14:46.714,935.000000,
18:14:47.214,935.000000,
18:14:47.714,935.000000,
18:14:48.214,935.000000,
18:14:48.714,935.000000,
18:14:49.214,935.000000,
18:14:49.714,935.000000,
18:14:50.214,935.000000,
18:14:50.714,935.000000,
18:14:51.214,935.000000,
18:14:51.714,935.000000,
18:14:52.214,935.000000,
18:14:52.714,935.000000,
18:14:53.214,935.000000,
18:14:53.714,935.000000,
18:14:54.214,935.000000,
18:14:54.714,935.000000,
18:14:55.214,935.000000,
18:14:55.714,935.000000,
18:14:56.214,935.000000,
18:14:56.714,935.000000,
18:14:57.214,935.000000,
18:14:57.714,935.000000,
18:14:45.213,900.000000,
18:14:45.713,900.000000,
18:14:46.213,900.000000,
18:14:46.713,935.000000,
18:14:47.213,935.000000,
18:14:47.713,935.000000,
18:14:48.213,935.000000,
18:14:48.713,935.000000,
18:14:49.213,935.000000,
18:14:49.713,935.000000,
18:14:50.213,935.000000,
18:14:50.713,935.000000,
18:14:51.213,935.000000,
18:14:51.713,935.000000,
18:14:52.213,935.000000,
18:14:52.713,935.000000,
18:14:53.213,935.000000,
18:14:53.713,935.000000,
18:14:54.213,935.000000,
18:14:54.713,935.000000,
18:14:55.213,935.000000,
18:14:55.713,935.000000,
18:14:56.213,935.000000,
18:14:56.713,935.000000,
18:14:57.213,935.000000,
18:14:57.713,935.000000,
18:14:58.213,935.000000,
18:14:58.713,935.000000,
18:14:48.160,935.000000,
18:14:48.660,935.000000,
18:14:49.160,935.000000,
18:14:49.660,935.000000,
18:14:50.160,935.000000,
18:14:50.660,935.000000,
18:14:51.160,935.000000,
18:14:51.660,935.000000,
18:14:52.160,935.000000,
18:14:52.660,935.000000,
18:14:53.160,935.000000,
18:14:53.660,935.000000,
18:14:54.160,935.000000,
18:14:54.660,935.000000,
18:14:55.160,935.000000,
18:14:55.660,935.000000,
18:14:56.160,935.000000,
18:14:56.660,935.000000,
18:14:57.160,935.000000,
18:14:57.660,935.000000,
18:14:58.160,935.000000,
18:14:58.660,935.000000,
18:14:59.160,935.000000,
18:14:59.660,935.000000,
18:15:00.160,935.000000,
18:15:00.660,935.000000,
18:14:43.101,900.000000,
18:14:43.601,900.000000,
18:14:44.101,900.000000,
18:14:44.601,900.000000,
18:14:45.101,900.000000,
18:14:45.601,900.000000,
18:14:46.101,900.000000,
18:14:46.601,900.000000,
18:14:47.101,935.000000,
18:14:47.601,935.000000,
18:14:48.101,935.000000,
18:14:48.601,935.000000,
18:14:49.101,935.000000,
18:14:49.601,935.000000,
18:14:50.101,935.000000,
18:14:50.601,935.000000,
18:14:51.101,935.000000,
18:14:51.601,935.000000,
18:14:52.101,909.000000,
18:14:52.601,909.000000,
18:14:53.101,909.000000,
18:14:53.601,909.000000,
18:14:54.101,909.000000,
18:14:54.601,909.000000,
18:14:55.101,909.000000,
18:14:55.601,909.000000,
18:14:56.101,909.000000,
18:14:56.601,909.000000,
18:14:57.101,909.000000,
18:14:57.601,909.000000,
18:14:58.101,909.000000,
18:14:58.601,909.000000,
18:14:59.101,909.000000,
18:14:59.601,909.000000,
18:15:00.101,909.000000,
18:15:00.601,909.000000,
18:15:01.101,909.000000,
18:14:52.148,909.000000,
18:14:52.648,909.000000,
18:14:53.148,909.000000,
18:14:53.648,909.000000,
18:14:54.148,909.000000,
18:14:54.648,909.000000,
18:14:55.148,909.000000,
18:14:55.648,909.000000,
18:14:56.148,909.000000,
18:14:56.648,909.000000,
18:14:57.148,909.000000,
18:14:57.648,909.000000,
18:14:58.148,909.000000,
18:14:58.648,909.000000,
18:14:59.148,909.000000,
18:14:59.648,909.000000,
18:15:00.148,909.000000,
18:15:00.648,909.000000,
18:15:01.148,909.000000,
18:15:01.648,909.000000,
18:15:02.148,909.000000,
18:14:52.197,909.000000,
18:14:52.697,909.000000,
18:14:53.197,909.000000,
18:14:53.697,909.000000,
18:14:54.197,909.000000,
18:14:54.697,909.000000,
18:14:55.197,909.000000,
18:14:55.697,909.000000,
18:14:56.197,909.000000,
18:14:56.697,909.000000,
18:14:57.197,909.000000,
18:14:57.697,909.000000,
18:14:58.197,909.000000,
18:14:58.697,909.000000,
18:14:59.197,909.000000,
18:14:59.697,909.000000,
18:15:00.197,909.000000,
18:15:00.697,909.000000,
18:15:01.197,909.000000,
18:15:01.697,909.000000,
18:15:02.197,909.000000,
18:14:52.197,909.000000,
18:14:52.697,909.000000,
18:14:53.197,909.000000,
18:14:53.697,909.000000,
18:14:54.197,909.000000,
18:14:54.697,909.000000,
18:14:55.197,909.000000,
18:14:55.697,909.000000,
18:14:56.197,909.000000,
18:14:56.697,909.000000,
18:14:57.197,909.000000,
18:14:57.697,909.000000,
18:14:58.197,909.000000,
18:14:58.697,909.000000,
18:14:59.197,909.000000,
18:14:59.697,909.000000,
18:15:00.197,909.000000,
18:15:00.697,909.000000,
18:15:01.197,909.000000,
18:15:01.697,909.000000,
18:15:02.197,909.000000,
18:15:02.697,909.000000,
18:15:03.197,909.000000,
18:15:03.697,909.000000,
18:15:04.197,909.000000,
18:14:58.140,861.000000,
18:14:58.640,861.000000,
18:14:59.140,861.000000,
18:14:59.640,861.000000,
18:15:00.140,861.000000,
18:15:00.640,861.000000,
18:15:01.140,861.000000,
18:15:01.640,861.000000,
18:15:02.140,861.000000,
18:15:02.640,861.000000,
18:15:03.140,861.000000,
18:15:03.640,861.000000,
18:15:04.140,861.000000,
18:15:04.640,861.000000,
18:15:05.140,861.000000,
18:15:05.640,861.000000,
18:15:06.140,861.000000,
18:15:06.640,861.000000,
18:15:07.140,861.000000,
18:15:07.640,861.000000,
18:15:08.140,861.000000,
18:14:58.191,861.000000,
18:14:58.691,861.000000,
18:14:59.191,861.000000,
18:14:59.691,861.000000,
18:15:00.191,861.000000,
18:15:00.691,861.000000,
18:15:01.191,861.000000,
18:15:01.691,861.000000,
18:15:02.191,861.000000,
18:15:02.691,861.000000,
18:15:03.191,861.000000,
18:15:03.691,861.000000,
18:15:04.191,861.000000,
18:15:04.691,861.000000,
18:15:05.191,861.000000,
18:15:05.691,861.000000,
18:15:06.191,861.000000,
18:15:06.691,861.000000,
18:15:07.191,861.000000,
18:15:07.691,861.000000,
18:15:08.191,861.000000,
18:14:58.192,861.000000,
18:14:58.692,861.000000,
18:14:59.192,861.000000,
18:14:59.692,861.000000,
18:15:00.192,861.000000,
18:15:00.692,861.000000,
18:15:01.192,861.000000,
18:15:01.692,861.000000,
18:15:02.192,861.000000,
18:15:02.692,861.000000,
18:15:03.192,861.000000,
18:15:03.692,861.000000,
18:15:04.192,861.000000,
18:15:04.692,861.000000,
18:15:05.192,861.000000,
18:15:05.692,861.000000,
18:15:06.192,861.000000,
18:15:06.692,861.000000,
18:15:07.192,861.000000,
18:15:07.692,861.000000,
18:15:08.192,861.000000,
18:15:08.692,861.000000,
18:14:58.192,861.000000,
18:14:58.692,861.000000,
18:14:59.192,861.000000,
18:14:59.692,861.000000,
18:15:00.192,861.000000,
18:15:00.692,861.000000,
18:15:01.192,861.000000,
18:15:01.692,861.000000,
18:15:02.192,861.000000,
18:15:02.692,861.000000,
18:15:03.192,861.000000,
18:15:03.692,861.000000,
18:15:04.192,861.000000,
18:15:04.692,861.000000,
18:15:05.192,861.000000,
18:15:05.692,861.000000,
18:15:06.192,861.000000,
18:15:06.692,861.000000,
18:15:07.192,861.000000,
18:15:07.692,861.000000,
18:15:08.192,861.000000,
18:15:08.692,861.000000,
18:15:09.192,861.000000,
18:14:58.192,861.000000,
18:14:58.692,861.000000,
18:14:59.192,861.000000,
18:14:59.692,861.000000,
18:15:00.192,861.000000,
18:15:00.692,861.000000,
18:15:01.192,861.000000,
18:15:01.692,861.000000,
18:15:02.192,867.000000,
18:15:02.692,867.000000,
18:15:03.192,867.000000,
18:15:03.692,867.000000,
18:15:04.192,867.000000,
18:15:04.692,867.000000,
18:15:05.192,867.000000,
18:15:05.692,867.000000,
18:15:06.192,867.000000,
18:15:06.692,867.000000,
18:15:07.192,867.000000,
18:15:07.692,867.000000,
18:15:08.192,867.000000,
18:15:08.692,867.000000,
18:15:09.192,867.000000,
18:15:09.692,867.000000,
18:15:10.192,867.000000,
18:15:10.692,867.000000,
18:15:11.192,867.000000,
18:15:11.692,867.000000,
18:15:12.192,867.000000,
18:15:12.692,867.000000,
18:15:13.192,867.000000,
18:14:58.192,861.000000,
18:14:58.692,861.000000,
18:14:59.192,861.000000,
18:14:59.692,861.000000,
18:15:00.192,861.000000,
18:15:00.692,861.000000,
18:15:01.192,861.000000,
18:15:01.692,861.000000,
18:15:02.192,867.000000,
18:15:02.692,867.000000,
18:15:03.192,867.000000,
18:15:03.692,867.000000,
18:15:04.192,867.000000,
18:15:04.692,867.000000,
18:15:05.192,867.000000,
18:15:05.692,867.000000,
18:15:06.192,867.000000,
18:15:06.692,867.000000,
18:15:07.192,867.000000,
18:15:07.692,867.000000,
18:15:08.192,867.000000,
18:15:08.692,867.000000,
18:15:09.192,867.000000,
18:15:09.692,867.000000,
18:15:10.192,867.000000,
18:15:10.692,867.000000,
18:15:11.192,867.000000,
18:15:11.692,867.000000,
18:15:12.192,867.000000,
18:15:12.692,867.000000,
18:15:13.192,867.000000,
18:15:13.692,867.000000,
18:15:04.094,867.000000,
18:15:04.594,867.000000,
18:15:05.094,867.000000,
18:15:05.594,867.000000,
18:15:06.094,867.000000,
18:15:06.594,867.000000,
18:15:07.094,867.000000,
18:15:07.594,867.000000,
18:15:08.094,867.000000,
18:15:08.594,867.000000,
18:15:09.094,867.000000,
18:15:09.594,867.000000,
18:15:10.094,867.000000,
18:15:10.594,867.000000,
18:15:11.094,867.000000,
18:15:11.594,867.000000,
18:15:12.094,867.000000,
18:15:12.594,867.000000,
18:15:13.094,867.000000,
18:15:13.594,867.000000,
18:15:14.094,867.000000,
18:15:04.165,867.000000,
18:15:04.665,867.000000,
18:15:05.165,867.000000,
18:15:05.665,867.000000,
18:15:06.165,867.000000,
18:15:06.665,867.000000,
18:15:07.165,867.000000,
18:15:07.665,867.000000,
18:15:08.165,867.000000,
18:15:08.665,867.000000,
18:15:09.165,867.000000,
18:15:09.665,867.000000,
18:15:10.165,867.000000,
18:15:10.665,867.000000,
18:15:11.165,867.000000,
18:15:11.665,867.000000,
18:15:12.165,867.000000,
18:15:12.665,867.000000,
18:15:13.165,867.000000,
18:15:13.665,867.000000,
18:15:14.165,867.000000,
18:15:14.665,867.000000,
18:15:07.140,848.000000,
18:15:07.640,848.000000,
18:15:08.140,848.000000,
18:15:08.640,848.000000,
18:15:09.140,848.000000,
18:15:09.640,848.000000,
18:15:10.140,848.000000,
18:15:10.640,848.000000,
18:15:11.140,848.000000,
18:15:11.640,848.000000,
18:15:12.140,880.000000,
18:15:12.640,880.000000,
18:15:13.140,880.000000,
18:15:13.640,880.000000,
18:15:14.140,880.000000,
18:15:14.640,880.000000,
18:15:15.140,880.000000,
18:15:15.640,880.000000,
18:15:16.140,880.000000,
18:15:16.640,880.000000,
18:15:17.140,880.000000,
18:15:17.640,880.000000,
18:15:18.140,880.000000,
18:15:18.640,880.000000,
18:15:19.140,880.000000,
18:15:19.640,880.000000,
18:15:20.140,880.000000,
18:15:20.640,880.000000,
18:15:21.140,880.000000,
18:15:11.213,848.000000,
18:15:11.713,880.000000,
18:15:12.213,880.000000,
18:15:12.713,880.000000,
18:15:13.213,880.000000,
18:15:13.713,880.000000,
18:15:14.213,880.000000,
18:15:14.713,880.000000,
18:15:15.213,880.000000,
18:15:15.713,880.000000,
18:15:16.213,880.000000,
18:15:16.713,880.000000,
18:15:17.213,880.000000,
18:15:17.713,880.000000,
18:15:18.213,880.000000,
18:15:18.713,880.000000,
18:15:19.213,880.000000,
18:15:19.713,880.000000,
18:15:20.213,880.000000,
18:15:20.713,880.000000,
18:15:21.213,880.000000,
18:15:21.713,880.000000,
18:15:22.213,880.000000,
18:15:22.713,880.000000,
18:15:23.213,880.000000,
18:15:23.713,880.000000,
18:15:24.213,880.000000,
18:15:24.713,880.000000,
18:15:25.213,880.000000,
18:15:11.147,848.000000,
18:15:11.647,848.000000,
18:15:12.147,880.000000,
18:15:12.647,880.000000,
18:15:13.147,880.000000,
18:15:13.647,880.000000,
18:15:14.147,880.000000,
18:15:14.647,880.000000,
18:15:15.147,880.000000,
18:15:15.647,880.000000,
18:15:16.147,880.000000,
18:15:16.647,880.000000,
18:15:17.147,880.000000,
18:15:17.647,880.000000,
18:15:18.147,880.000000,
18:15:18.647,880.000000,
18:15:19.147,880.000000,
18:15:19.647,880.000000,
18:15:20.147,880.000000,
18:15:20.647,880.000000,
18:15:21.147,880.000000,
18:15:21.647,880.000000,
18:15:22.147,880.000000,
18:15:22.647,880.000000,
18:15:23.147,880.000000,
18:15:23.647,880.000000,
18:15:24.147,880.000000,
18:15:24.647,880.000000,
18:15:25.147,880.000000,
18:15:25.647,880.000000,
18:15:11.218,848.000000,
18:15:11.718,880.000000,
18:15:12.218,880.000000,
18:15:12.718,880.000000,
18:15:13.218,880.000000,
18:15:13.718,880.000000,
18:15:14.218,880.000000,
18:15:14.718,880.000000,
18:15:15.218,880.000000,
18:15:15.718,880.000000,
18:15:16.218,880.000000,
18:15:16.718,921.000000,
18:15:17.218,921.000000,
18:15:17.718,921.000000,
18:15:18.218,921.000000,
18:15:18.718,921.000000,
18:15:19.218,921.000000,
18:15:19.718,921.000000,
18:15:20.218,921.000000,
18:15:20.718,921.000000,
18:15:21.218,921.000000,
18:15:21.718,921.000000,
18:15:22.218,921.000000,
18:15:22.718,921.000000,
18:15:23.218,921.000000,
18:15:23.718,921.000000,
18:15:24.218,921.000000,
18:15:24.718,921.000000,
18:15:25.218,921.000000,
18:15:25.718,921.000000,
18:15:26.218,921.000000,
18:15:26.718,921.000000,
18:15:23.371,855.000000,
18:15:23.871,855.000000,
18:15:24.371,855.000000,
18:15:24.871,855.000000,
18:15:25.371,855.000000,
18:15:25.871,855.000000,
18:15:26.371,855.000000,
18:15:26.871,890.000000,
18:15:27.371,890.000000,
18:15:27.871,890.000000,
18:15:28.371,890.000000,
18:15:28.871,890.000000,
18:15:29.371,890.000000,
18:15:29.871,890.000000,
18:15:30.371,890.000000,
18:15:30.871,890.000000,
18:15:31.371,890.000000,
18:15:31.871,886.000000,
18:15:32.371,886.000000,
18:15:32.871,886.000000,
18:15:33.371,886.000000,
18:15:33.871,886.000000,
18:15:34.371,886.000000,
18:15:34.871,886.000000,
18:15:35.371,886.000000,
18:15:35.871,886.000000,
18:15:36.371,886.000000,
18:15:36.871,900.000000,
18:15:37.371,900.000000,
18:15:37.871,900.000000,
18:15:38.371,900.000000,
18:15:38.871,900.000000,
18:15:39.371,900.000000,
18:15:39.871,900.000000,
18:15:40.371,900.000000,
18:15:40.871,900.000000,
18:15:41.371,900.000000,
18:15:41.871,901.000000,
18:15:42.371,901.000000,
18:15:42.871,901.000000,
18:15:43.371,901.000000,
18:15:43.871,901.000000,
18:15:44.371,901.000000,
18:15:44.871,901.000000,
18:15:45.371,901.000000,
18:15:45.871,901.000000,
18:15:46.371,901.000000,
18:15:46.871,901.000000,
18:15:47.371,901.000000,
18:15:47.871,901.000000,
18:15:48.371,901.000000,
18:15:48.871,901.000000,
18:15:49.371,901.000000,
18:15:49.871,901.000000,
18:15:50.371,901.000000,
18:15:50.871,901.000000,
18:15:51.371,901.000000,
