timestamp,value,__name__,container_id,container_name,instance,job
10:58:31.099,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:31.599,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:32.099,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:32.599,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:33.099,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:33.599,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:34.099,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:34.599,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:35.099,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
10:58:35.599,13473020.615439,901a25d314eddaf3c47f67e08804df6cb451da5e8e5d36a3606085e684f2b4d1,nxf-D0VIgvcpbFEgCPdjwwAyfW3l,192.168.2.128:9091
