timestamp,value,__name__,instance,job
18:58:05.208,28710.464822,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:06.458,28710.717191,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:07.793,28711.171211,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:09.043,28711.591542,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:10.182,28711.682814,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:11.623,28711.854858,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:12.784,28711.939078,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:13.902,28711.984151,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:15.119,28712.025572,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:16.307,28712.348319,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:17.690,28712.455241,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:18.826,28712.539031,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:19.961,28712.619632,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:21.127,28712.694961,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:22.401,28712.842995,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:23.505,28712.852342,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:24.641,28713.047725,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:26.459,28713.223539,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:27.563,28713.236207,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:28.919,28713.479371,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:30.080,28713.610004,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:31.221,28713.696563,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:32.614,28713.739252,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:33.753,28713.795546,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:35.142,28714.069083,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:36.260,28714.114164,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:37.586,28714.228166,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:38.743,28714.281187,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:40.006,28714.437456,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:41.584,28714.675170,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:42.709,28714.724906,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:43.836,28714.769111,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:44.949,28714.819260,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:46.126,28715.109880,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:47.301,28715.185093,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:48.747,28715.354926,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:49.876,28715.422366,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:51.400,28715.539900,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:52.641,28715.585724,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:53.761,28715.603188,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:54.882,28715.650906,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:56.067,28715.752572,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:57.223,28715.782059,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:58.427,28715.832058,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:58:59.540,28715.845215,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:00.642,28715.852176,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:01.750,28715.857347,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:02.845,28715.861411,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:03.949,28715.870097,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
18:59:05.166,28715.975621,node_pressure_cpu_waiting_seconds_total,192.168.2.128:9100,node exporter
