timestamp,value,__name__,core,instance,job,package
18:55:54.464,2783998.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:55:54.464,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:55:54.464,12730764.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:55:54.464,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:55:54.464,4660129.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:55:54.464,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:55:55.546,2784075.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:55:55.546,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:55:55.546,12730772.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:55:55.546,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:55:55.546,4660193.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:55:55.546,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:55:56.623,2784168.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:55:56.623,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:55:56.623,12730772.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:55:56.623,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:55:56.623,4660281.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:55:56.623,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:55:57.716,2784265.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:55:57.716,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:55:57.716,12730774.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:55:57.716,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:55:57.716,4660348.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:55:57.716,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:55:58.894,2784333.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:55:58.894,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:55:58.894,12730783.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:55:58.894,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:55:58.894,4660393.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:55:58.894,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:55:59.983,2784398.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:55:59.983,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:55:59.983,12730792.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:55:59.983,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:55:59.983,4660478.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:55:59.983,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:01.072,2784563.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:01.072,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:01.072,12730813.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:01.072,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:01.072,4660672.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:01.072,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:02.166,2784639.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:02.166,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:02.166,12730910.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:02.166,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:02.166,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:02.166,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:03.262,2784707.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:03.262,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:03.262,12731024.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:03.262,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:03.262,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:03.262,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:04.337,2784766.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:04.337,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:04.337,12731121.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:04.337,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:04.337,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:04.337,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:05.410,2784823.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:05.410,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:05.410,12731220.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:05.410,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:05.410,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:05.410,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:06.605,2784829.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:06.605,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:06.605,12731241.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:06.605,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:06.605,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:06.605,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:07.676,2784856.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:07.676,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:07.676,12731249.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:07.676,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:07.676,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:07.676,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:08.747,2784856.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:08.747,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:08.747,12731249.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:08.747,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:08.747,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:08.747,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:09.817,2784890.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:09.817,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:09.817,12731251.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:09.817,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:09.817,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:09.817,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:10.890,2784955.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:10.890,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:10.890,12731254.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:10.890,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:10.890,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:10.890,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:11.964,2785024.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:11.964,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:11.964,12731261.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:11.964,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:11.964,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:11.964,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:13.047,2785091.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:13.047,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:13.047,12731266.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:13.047,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:13.047,4660700.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:13.047,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:14.272,2785183.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:14.272,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:14.272,12731268.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:14.272,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:14.272,4660701.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:14.272,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:15.361,2785183.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:15.361,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:15.361,12731268.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:15.361,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:15.361,4660701.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:15.361,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:16.439,2785183.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:16.439,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:16.439,12731268.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:16.439,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:16.439,4660711.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:16.439,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:17.506,2785183.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:17.506,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:17.506,12731268.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:17.506,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:17.506,4660744.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:17.506,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:18.879,2785183.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:18.879,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:18.879,12731291.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:18.879,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:18.879,4660769.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:18.879,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:19.965,2785188.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:19.965,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:19.965,12731303.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:19.965,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:19.965,4660813.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:19.965,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:21.078,2785199.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:21.078,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:21.078,12731308.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:21.078,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:21.078,4660891.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:21.078,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:22.200,2785199.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:22.200,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:22.200,12731317.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:22.200,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:22.200,4660907.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:22.200,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:23.301,2785210.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:23.301,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:23.301,12731344.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:23.301,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:23.301,4660909.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:23.301,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:24.901,2785210.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:24.901,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:24.901,12731351.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
18:56:24.901,232.000000,node_cpu_core_throttles_total,3,192.168.2.128:9100,node exporter,0
18:56:24.901,4660909.000000,node_cpu_core_throttles_total,4,192.168.2.128:9100,node exporter,0
18:56:24.901,0.000000,node_cpu_core_throttles_total,5,192.168.2.128:9100,node exporter,0
18:56:26.166,2785210.000000,node_cpu_core_throttles_total,0,192.168.2.128:9100,node exporter,0
18:56:26.166,4922.000000,node_cpu_core_throttles_total,1,192.168.2.128:9100,node exporter,0
18:56:26.166,12731423.000000,node_cpu_core_throttles_total,2,192.168.2.128:9100,node exporter,0
