timestamp,Value (watts),name
18:14:49.101,1167.000000,
18:14:49.601,1167.000000,
18:14:50.101,1167.000000,
18:14:50.601,1167.000000,
18:14:51.101,1167.000000,
18:14:51.601,1167.000000,
18:14:52.101,1165.000000,
18:14:52.601,1165.000000,
18:14:53.101,1165.000000,
18:14:53.601,1165.000000,
18:14:54.101,1165.000000,
18:14:54.601,1165.000000,
18:14:55.101,1165.000000,
18:14:55.601,1165.000000,
18:14:56.101,1165.000000,
18:14:56.601,1165.000000,
18:14:57.101,1165.000000,
18:14:57.601,1165.000000,
18:14:58.101,1165.000000,
18:14:58.601,1165.000000,
18:14:59.101,1165.000000,
18:14:59.601,1165.000000,
18:15:00.101,1165.000000,
18:15:00.601,1165.000000,
18:15:01.101,1165.000000,
18:14:52.148,1165.000000,
18:14:52.648,1165.000000,
18:14:53.148,1165.000000,
18:14:53.648,1165.000000,
18:14:54.148,1165.000000,
18:14:54.648,1165.000000,
18:14:55.148,1165.000000,
18:14:55.648,1165.000000,
18:14:56.148,1165.000000,
18:14:56.648,1165.000000,
18:14:57.148,1165.000000,
18:14:57.648,1165.000000,
18:14:58.148,1165.000000,
18:14:58.648,1165.000000,
18:14:59.148,1165.000000,
18:14:59.648,1165.000000,
18:15:00.148,1165.000000,
18:15:00.648,1165.000000,
18:15:01.148,1165.000000,
18:15:01.648,1165.000000,
18:15:02.148,1165.000000,
18:14:52.197,1165.000000,
18:14:52.697,1165.000000,
18:14:53.197,1165.000000,
18:14:53.697,1165.000000,
18:14:54.197,1165.000000,
18:14:54.697,1165.000000,
18:14:55.197,1165.000000,
18:14:55.697,1165.000000,
18:14:56.197,1165.000000,
18:14:56.697,1165.000000,
18:14:57.197,1165.000000,
18:14:57.697,1165.000000,
18:14:58.197,1165.000000,
18:14:58.697,1165.000000,
18:14:59.197,1165.000000,
18:14:59.697,1165.000000,
18:15:00.197,1165.000000,
18:15:00.697,1165.000000,
18:15:01.197,1165.000000,
18:15:01.697,1165.000000,
18:15:02.197,1165.000000,
18:14:52.197,1165.000000,
18:14:52.697,1165.000000,
18:14:53.197,1165.000000,
18:14:53.697,1165.000000,
18:14:54.197,1165.000000,
18:14:54.697,1165.000000,
18:14:55.197,1165.000000,
18:14:55.697,1165.000000,
18:14:56.197,1165.000000,
18:14:56.697,1165.000000,
18:14:57.197,1165.000000,
18:14:57.697,1165.000000,
18:14:58.197,1165.000000,
18:14:58.697,1165.000000,
18:14:59.197,1165.000000,
18:14:59.697,1165.000000,
18:15:00.197,1165.000000,
18:15:00.697,1165.000000,
18:15:01.197,1165.000000,
18:15:01.697,1165.000000,
18:15:02.197,1165.000000,
18:15:02.697,1165.000000,
18:15:03.197,1165.000000,
18:15:03.697,1165.000000,
18:15:04.197,1165.000000,
18:14:58.140,1161.000000,
18:14:58.640,1161.000000,
18:14:59.140,1161.000000,
18:14:59.640,1161.000000,
18:15:00.140,1161.000000,
18:15:00.640,1161.000000,
18:15:01.140,1161.000000,
18:15:01.640,1161.000000,
18:15:02.140,1161.000000,
18:15:02.640,1161.000000,
18:15:03.140,1161.000000,
18:15:03.640,1161.000000,
18:15:04.140,1161.000000,
18:15:04.640,1161.000000,
18:15:05.140,1161.000000,
18:15:05.640,1161.000000,
18:15:06.140,1161.000000,
18:15:06.640,1161.000000,
18:15:07.140,1161.000000,
18:15:07.640,1161.000000,
18:15:08.140,1161.000000,
18:14:58.191,1161.000000,
18:14:58.691,1161.000000,
18:14:59.191,1161.000000,
18:14:59.691,1161.000000,
18:15:00.191,1161.000000,
18:15:00.691,1161.000000,
18:15:01.191,1161.000000,
18:15:01.691,1161.000000,
18:15:02.191,1161.000000,
18:15:02.691,1161.000000,
18:15:03.191,1161.000000,
18:15:03.691,1161.000000,
18:15:04.191,1161.000000,
18:15:04.691,1161.000000,
18:15:05.191,1161.000000,
18:15:05.691,1161.000000,
18:15:06.191,1161.000000,
18:15:06.691,1161.000000,
18:15:07.191,1161.000000,
18:15:07.691,1161.000000,
18:15:08.191,1161.000000,
18:14:58.192,1161.000000,
18:14:58.692,1161.000000,
18:14:59.192,1161.000000,
18:14:59.692,1161.000000,
18:15:00.192,1161.000000,
18:15:00.692,1161.000000,
18:15:01.192,1161.000000,
18:15:01.692,1161.000000,
18:15:02.192,1161.000000,
18:15:02.692,1161.000000,
18:15:03.192,1161.000000,
18:15:03.692,1161.000000,
18:15:04.192,1161.000000,
18:15:04.692,1161.000000,
18:15:05.192,1161.000000,
18:15:05.692,1161.000000,
18:15:06.192,1161.000000,
18:15:06.692,1161.000000,
18:15:07.192,1161.000000,
18:15:07.692,1161.000000,
18:15:08.192,1161.000000,
18:15:08.692,1161.000000,
18:14:58.192,1161.000000,
18:14:58.692,1161.000000,
18:14:59.192,1161.000000,
18:14:59.692,1161.000000,
18:15:00.192,1161.000000,
18:15:00.692,1161.000000,
18:15:01.192,1161.000000,
18:15:01.692,1161.000000,
18:15:02.192,1161.000000,
18:15:02.692,1161.000000,
18:15:03.192,1161.000000,
18:15:03.692,1161.000000,
18:15:04.192,1161.000000,
18:15:04.692,1161.000000,
18:15:05.192,1161.000000,
18:15:05.692,1161.000000,
18:15:06.192,1161.000000,
18:15:06.692,1161.000000,
18:15:07.192,1161.000000,
18:15:07.692,1161.000000,
18:15:08.192,1161.000000,
18:15:08.692,1161.000000,
18:15:09.192,1161.000000,
18:14:58.192,1161.000000,
18:14:58.692,1161.000000,
18:14:59.192,1161.000000,
18:14:59.692,1161.000000,
18:15:00.192,1161.000000,
18:15:00.692,1161.000000,
18:15:01.192,1161.000000,
18:15:01.692,1161.000000,
18:15:02.192,1161.000000,
18:15:02.692,1161.000000,
18:15:03.192,1161.000000,
18:15:03.692,1161.000000,
18:15:04.192,1161.000000,
18:15:04.692,1161.000000,
18:15:05.192,1161.000000,
18:15:05.692,1161.000000,
18:15:06.192,1161.000000,
18:15:06.692,1161.000000,
18:15:07.192,1161.000000,
18:15:07.692,1161.000000,
18:15:08.192,1161.000000,
18:15:08.692,1161.000000,
18:15:09.192,1161.000000,
18:15:09.692,1161.000000,
18:15:10.192,1161.000000,
18:15:10.692,1161.000000,
18:15:11.192,1161.000000,
18:15:11.692,1161.000000,
18:15:12.192,1161.000000,
18:15:12.692,1161.000000,
18:15:13.192,1161.000000,
18:14:58.192,1161.000000,
18:14:58.692,1161.000000,
18:14:59.192,1161.000000,
18:14:59.692,1161.000000,
18:15:00.192,1161.000000,
18:15:00.692,1161.000000,
18:15:01.192,1161.000000,
18:15:01.692,1161.000000,
18:15:02.192,1161.000000,
18:15:02.692,1161.000000,
18:15:03.192,1161.000000,
18:15:03.692,1161.000000,
18:15:04.192,1161.000000,
18:15:04.692,1161.000000,
18:15:05.192,1161.000000,
18:15:05.692,1161.000000,
18:15:06.192,1161.000000,
18:15:06.692,1161.000000,
18:15:07.192,1161.000000,
18:15:07.692,1161.000000,
18:15:08.192,1161.000000,
18:15:08.692,1161.000000,
18:15:09.192,1161.000000,
18:15:09.692,1161.000000,
18:15:10.192,1161.000000,
18:15:10.692,1161.000000,
18:15:11.192,1161.000000,
18:15:11.692,1161.000000,
18:15:12.192,1161.000000,
18:15:12.692,1161.000000,
18:15:13.192,1161.000000,
18:15:13.692,1161.000000,
18:15:04.094,1161.000000,
18:15:04.594,1161.000000,
18:15:05.094,1161.000000,
18:15:05.594,1161.000000,
18:15:06.094,1161.000000,
18:15:06.594,1161.000000,
18:15:07.094,1161.000000,
18:15:07.594,1161.000000,
18:15:08.094,1161.000000,
18:15:08.594,1161.000000,
18:15:09.094,1161.000000,
18:15:09.594,1161.000000,
18:15:10.094,1161.000000,
18:15:10.594,1161.000000,
18:15:11.094,1161.000000,
18:15:11.594,1161.000000,
18:15:12.094,1161.000000,
18:15:12.594,1161.000000,
18:15:13.094,1161.000000,
18:15:13.594,1161.000000,
18:15:14.094,1161.000000,
18:15:04.165,1161.000000,
18:15:04.665,1161.000000,
18:15:05.165,1161.000000,
18:15:05.665,1161.000000,
18:15:06.165,1161.000000,
18:15:06.665,1161.000000,
18:15:07.165,1161.000000,
18:15:07.665,1161.000000,
18:15:08.165,1161.000000,
18:15:08.665,1161.000000,
18:15:09.165,1161.000000,
18:15:09.665,1161.000000,
18:15:10.165,1161.000000,
18:15:10.665,1161.000000,
18:15:11.165,1161.000000,
18:15:11.665,1161.000000,
18:15:12.165,1161.000000,
18:15:12.665,1161.000000,
18:15:13.165,1161.000000,
18:15:13.665,1161.000000,
18:15:14.165,1161.000000,
18:15:14.665,1161.000000,
18:15:07.140,1163.000000,
18:15:07.640,1163.000000,
18:15:08.140,1163.000000,
18:15:08.640,1163.000000,
18:15:09.140,1163.000000,
18:15:09.640,1163.000000,
18:15:10.140,1163.000000,
18:15:10.640,1163.000000,
18:15:11.140,1163.000000,
18:15:11.640,1163.000000,
18:15:12.140,1166.000000,
18:15:12.640,1166.000000,
18:15:13.140,1166.000000,
18:15:13.640,1166.000000,
18:15:14.140,1166.000000,
18:15:14.640,1166.000000,
18:15:15.140,1166.000000,
18:15:15.640,1166.000000,
18:15:16.140,1166.000000,
18:15:16.640,1166.000000,
18:15:17.140,1166.000000,
18:15:17.640,1166.000000,
18:15:18.140,1166.000000,
18:15:18.640,1166.000000,
18:15:19.140,1166.000000,
18:15:19.640,1166.000000,
18:15:20.140,1166.000000,
18:15:20.640,1166.000000,
18:15:21.140,1166.000000,
18:15:11.213,1163.000000,
18:15:11.713,1166.000000,
18:15:12.213,1166.000000,
18:15:12.713,1166.000000,
18:15:13.213,1166.000000,
18:15:13.713,1166.000000,
18:15:14.213,1166.000000,
18:15:14.713,1166.000000,
18:15:15.213,1166.000000,
18:15:15.713,1166.000000,
18:15:16.213,1166.000000,
18:15:16.713,1166.000000,
18:15:17.213,1166.000000,
18:15:17.713,1166.000000,
18:15:18.213,1166.000000,
18:15:18.713,1166.000000,
18:15:19.213,1166.000000,
18:15:19.713,1166.000000,
18:15:20.213,1166.000000,
18:15:20.713,1166.000000,
18:15:21.213,1166.000000,
18:15:21.713,1166.000000,
18:15:22.213,1166.000000,
18:15:22.713,1166.000000,
18:15:23.213,1166.000000,
18:15:23.713,1166.000000,
18:15:24.213,1166.000000,
18:15:24.713,1166.000000,
18:15:25.213,1166.000000,
18:15:11.147,1163.000000,
18:15:11.647,1163.000000,
18:15:12.147,1166.000000,
18:15:12.647,1166.000000,
18:15:13.147,1166.000000,
18:15:13.647,1166.000000,
18:15:14.147,1166.000000,
18:15:14.647,1166.000000,
18:15:15.147,1166.000000,
18:15:15.647,1166.000000,
18:15:16.147,1166.000000,
18:15:16.647,1166.000000,
18:15:17.147,1166.000000,
18:15:17.647,1166.000000,
18:15:18.147,1166.000000,
18:15:18.647,1166.000000,
18:15:19.147,1166.000000,
18:15:19.647,1166.000000,
18:15:20.147,1166.000000,
18:15:20.647,1166.000000,
18:15:21.147,1166.000000,
18:15:21.647,1166.000000,
18:15:22.147,1166.000000,
18:15:22.647,1166.000000,
18:15:23.147,1166.000000,
18:15:23.647,1166.000000,
18:15:24.147,1166.000000,
18:15:24.647,1166.000000,
18:15:25.147,1166.000000,
18:15:25.647,1166.000000,
18:15:11.218,1163.000000,
18:15:11.718,1166.000000,
18:15:12.218,1166.000000,
18:15:12.718,1166.000000,
18:15:13.218,1166.000000,
18:15:13.718,1166.000000,
18:15:14.218,1166.000000,
18:15:14.718,1166.000000,
18:15:15.218,1166.000000,
18:15:15.718,1166.000000,
18:15:16.218,1166.000000,
18:15:16.718,1167.000000,
18:15:17.218,1167.000000,
18:15:17.718,1167.000000,
18:15:18.218,1167.000000,
18:15:18.718,1167.000000,
18:15:19.218,1167.000000,
18:15:19.718,1167.000000,
18:15:20.218,1167.000000,
18:15:20.718,1167.000000,
18:15:21.218,1167.000000,
18:15:21.718,1167.000000,
18:15:22.218,1167.000000,
18:15:22.718,1167.000000,
18:15:23.218,1167.000000,
18:15:23.718,1167.000000,
18:15:24.218,1167.000000,
18:15:24.718,1167.000000,
18:15:25.218,1167.000000,
18:15:25.718,1167.000000,
18:15:26.218,1167.000000,
18:15:26.718,1167.000000,
18:15:23.371,1163.000000,
18:15:23.871,1163.000000,
18:15:24.371,1163.000000,
18:15:24.871,1163.000000,
18:15:25.371,1163.000000,
18:15:25.871,1163.000000,
18:15:26.371,1163.000000,
18:15:26.871,1164.000000,
18:15:27.371,1164.000000,
18:15:27.871,1164.000000,
18:15:28.371,1164.000000,
18:15:28.871,1164.000000,
18:15:29.371,1164.000000,
18:15:29.871,1164.000000,
18:15:30.371,1164.000000,
18:15:30.871,1164.000000,
18:15:31.371,1164.000000,
18:15:31.871,1166.000000,
18:15:32.371,1166.000000,
18:15:32.871,1166.000000,
18:15:33.371,1166.000000,
18:15:33.871,1166.000000,
18:15:34.371,1166.000000,
18:15:34.871,1166.000000,
18:15:35.371,1166.000000,
18:15:35.871,1166.000000,
18:15:36.371,1166.000000,
18:15:36.871,1166.000000,
18:15:37.371,1166.000000,
18:15:37.871,1166.000000,
18:15:38.371,1166.000000,
18:15:38.871,1166.000000,
18:15:39.371,1166.000000,
18:15:39.871,1166.000000,
18:15:40.371,1166.000000,
18:15:40.871,1166.000000,
18:15:41.371,1166.000000,
18:15:41.871,1163.000000,
18:15:42.371,1163.000000,
18:15:42.871,1163.000000,
18:15:43.371,1163.000000,
18:15:43.871,1163.000000,
18:15:44.371,1163.000000,
18:15:44.871,1163.000000,
18:15:45.371,1163.000000,
18:15:45.871,1163.000000,
18:15:46.371,1163.000000,
18:15:46.871,1163.000000,
18:15:47.371,1163.000000,
18:15:47.871,1163.000000,
18:15:48.371,1163.000000,
18:15:48.871,1163.000000,
18:15:49.371,1163.000000,
18:15:49.871,1163.000000,
18:15:50.371,1163.000000,
18:15:50.871,1163.000000,
18:15:51.371,1163.000000,
