timestamp,value,__name__,cpu,instance,job,mode
18:55:54.452,823796.820000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,idle
18:55:54.452,5758.150000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,irq
18:55:54.452,5.070000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,nice
18:55:54.452,263.560000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,steal
18:55:54.452,35551.700000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,system
18:55:54.452,158875.620000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,user
18:55:54.452,800915.980000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,idle
18:55:54.452,6334.770000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,irq
18:55:54.452,10.490000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,nice
18:55:54.452,960.300000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,steal
18:55:54.452,44302.840000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,system
18:55:54.452,165988.460000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,user
18:55:54.452,812865.550000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,idle
18:55:54.452,5396.000000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,irq
18:55:54.452,3.630000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,nice
18:55:54.452,202.980000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,steal
18:55:54.452,41025.680000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,system
18:55:54.452,165770.520000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,user
18:55:54.452,814652.450000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,idle
18:55:54.452,5972.390000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,irq
18:55:54.452,8.660000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,nice
18:55:54.452,244.020000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,steal
18:55:54.452,40409.610000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,system
18:55:54.452,163858.640000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,user
18:55:54.452,810938.490000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,idle
18:55:54.452,6072.190000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,irq
18:55:54.452,7.290000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,nice
18:55:54.452,177.050000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,steal
18:55:54.452,42772.780000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,system
18:55:54.452,165206.940000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,user
18:55:54.452,812061.020000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,idle
18:55:54.452,5867.580000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,irq
18:55:54.452,8.240000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,nice
18:55:54.452,186.100000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,steal
18:55:54.452,42215.550000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,system
18:55:54.452,164860.320000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,user
18:55:54.452,814431.350000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,idle
18:55:54.452,5827.630000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,irq
18:55:54.452,10.090000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,nice
18:55:54.452,167.250000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,steal
18:55:54.452,41634.700000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,system
18:55:54.452,163109.780000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,user
18:55:54.452,812841.120000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,idle
18:55:54.452,5829.650000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,irq
18:55:54.452,5.910000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,nice
18:55:54.452,217.320000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,steal
18:55:54.452,42270.730000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,system
18:55:54.452,163970.080000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,user
18:55:54.452,816949.620000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,idle
18:55:54.452,5788.820000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,irq
18:55:54.452,6.750000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,nice
18:55:54.452,157.810000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,steal
18:55:54.452,35183.610000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,system
18:55:54.452,167160.920000,node_cpu_seconds_total,6,192.168.2.128:9100,node exporter,user
18:55:54.452,816387.510000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,idle
18:55:54.452,5434.020000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,irq
18:55:54.452,7.090000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,nice
18:55:54.452,179.890000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,steal
18:55:54.452,39683.220000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,system
18:55:54.452,163410.370000,node_cpu_seconds_total,7,192.168.2.128:9100,node exporter,user
18:55:54.452,815889.410000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,idle
18:55:54.452,5550.400000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,irq
18:55:54.452,11.020000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,nice
18:55:54.452,145.930000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,steal
18:55:54.452,39871.260000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,system
18:55:54.452,163842.290000,node_cpu_seconds_total,8,192.168.2.128:9100,node exporter,user
18:55:54.452,815233.820000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,idle
18:55:54.452,5379.150000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,iowait
18:55:54.452,0.000000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,irq
18:55:54.452,5.520000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,nice
18:55:54.452,402.260000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,softirq
18:55:54.452,0.000000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,steal
18:55:54.452,39918.840000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,system
18:55:54.452,164240.300000,node_cpu_seconds_total,9,192.168.2.128:9100,node exporter,user
18:55:55.555,823796.820000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,idle
18:55:55.555,5758.150000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,irq
18:55:55.555,5.070000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,nice
18:55:55.555,263.560000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,steal
18:55:55.555,35551.700000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,system
18:55:55.555,158876.620000,node_cpu_seconds_total,0,192.168.2.128:9100,node exporter,user
18:55:55.555,800916.870000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,idle
18:55:55.555,6334.770000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,irq
18:55:55.555,10.490000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,nice
18:55:55.555,960.300000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,steal
18:55:55.555,44302.840000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,system
18:55:55.555,165988.550000,node_cpu_seconds_total,1,192.168.2.128:9100,node exporter,user
18:55:55.555,812865.620000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,idle
18:55:55.555,5396.000000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,irq
18:55:55.555,3.630000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,nice
18:55:55.555,202.980000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,steal
18:55:55.555,41025.680000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,system
18:55:55.555,165771.450000,node_cpu_seconds_total,10,192.168.2.128:9100,node exporter,user
18:55:55.555,814653.340000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,idle
18:55:55.555,5972.390000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,irq
18:55:55.555,8.660000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,nice
18:55:55.555,244.030000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,steal
18:55:55.555,40409.620000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,system
18:55:55.555,163858.720000,node_cpu_seconds_total,11,192.168.2.128:9100,node exporter,user
18:55:55.555,810939.370000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,idle
18:55:55.555,6072.190000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,irq
18:55:55.555,7.290000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,nice
18:55:55.555,177.050000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,steal
18:55:55.555,42772.790000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,system
18:55:55.555,165207.050000,node_cpu_seconds_total,2,192.168.2.128:9100,node exporter,user
18:55:55.555,812061.900000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,idle
18:55:55.555,5867.580000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,irq
18:55:55.555,8.240000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,nice
18:55:55.555,186.100000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,steal
18:55:55.555,42215.560000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,system
18:55:55.555,164860.420000,node_cpu_seconds_total,3,192.168.2.128:9100,node exporter,user
18:55:55.555,814432.150000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,idle
18:55:55.555,5827.630000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,irq
18:55:55.555,10.090000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,nice
18:55:55.555,167.250000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,softirq
18:55:55.555,0.000000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,steal
18:55:55.555,41634.720000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,system
18:55:55.555,163109.970000,node_cpu_seconds_total,4,192.168.2.128:9100,node exporter,user
18:55:55.555,812841.980000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,idle
18:55:55.555,5829.650000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,iowait
18:55:55.555,0.000000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,irq
18:55:55.555,5.910000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,nice
18:55:55.555,217.320000,node_cpu_seconds_total,5,192.168.2.128:9100,node exporter,softirq
