timestamp,value,__name__,instance,job,name,type
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,0,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,1,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,10,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,11,Processor
18:55:54.446,-1.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,12,intel_powerclamp
18:55:54.446,3.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,13,TCC Offset
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,2,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,3,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,4,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,5,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,6,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,7,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,8,Processor
18:55:54.446,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,9,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,0,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,1,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,10,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,11,Processor
18:55:55.545,-1.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,12,intel_powerclamp
18:55:55.545,3.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,13,TCC Offset
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,2,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,3,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,4,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,5,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,6,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,7,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,8,Processor
18:55:55.545,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,9,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,0,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,1,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,10,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,11,Processor
18:55:56.623,-1.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,12,intel_powerclamp
18:55:56.623,3.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,13,TCC Offset
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,2,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,3,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,4,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,5,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,6,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,7,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,8,Processor
18:55:56.623,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,9,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,0,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,1,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,10,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,11,Processor
18:55:57.716,-1.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,12,intel_powerclamp
18:55:57.716,3.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,13,TCC Offset
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,2,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,3,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,4,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,5,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,6,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,7,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,8,Processor
18:55:57.716,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,9,Processor
18:55:58.894,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,0,Processor
18:55:58.894,0.000000,node_cooling_device_cur_state,192.168.2.128:9100,node exporter,1,Processor
