timestamp,value,__name__,device,instance,job
18:55:54.446,707182008.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:55:54.446,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:55:55.546,707182898.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:55:55.546,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:55:56.623,707183788.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:55:56.623,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:55:57.715,707184678.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:55:57.715,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:55:58.894,707185568.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:55:58.894,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:55:59.985,707186458.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:55:59.985,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:01.075,707188238.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:01.075,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:02.167,707189128.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:02.167,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:03.261,707190018.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:03.261,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:04.338,707190908.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:04.338,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:05.410,707191798.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:05.410,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:06.605,707192688.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:06.605,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:07.675,707193578.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:07.675,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:08.742,707194468.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:08.742,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:09.818,707195358.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:09.818,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:10.889,707196248.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:10.889,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:11.964,707197138.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:11.964,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:13.055,707198028.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:13.055,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:14.273,707199808.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:14.273,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:15.360,707200698.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:15.360,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:16.439,707201588.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:16.439,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:17.505,707202478.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:17.505,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:18.870,707203368.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:18.870,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:19.969,707204258.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:19.969,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:21.078,707206038.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:21.078,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
18:56:22.200,707206928.000000,node_network_receive_bytes_total,eth0,192.168.2.128:9100,node exporter
18:56:22.200,0.000000,node_network_receive_bytes_total,lo,192.168.2.128:9100,node exporter
